date,fish_type,origin,gender,weight,size,catch_release,position_number,fly_or_spinner,bait,bait_size,extra_1,extra_2,position_name,position
2016-07-14,Bleikja,Sjóg.,Hrygna,1.4,46.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2016-07-14,Urriði,Staðb.,Óþekkt,1.1,43.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2016-07-13,Bleikja,,Óþekkt,0.8,37.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2016-07-13,Bleikja,,Óþekkt,1.5,47.0,,15,Fluga,Noel,,,,Rauðhylur,Svæði 1
2016-07-08,Urriði,,Óþekkt,0.9,40.0,,15,Spónn,Hammer orance,20 gr.,,,Rauðhylur,Svæði 1
2016-07-05,Lax,,Hrygna,5.3,80.0,,15,Spónn,Brúnn toby,20 gr,,,Rauðhylur,Svæði 1
2016-07-04,Lax,,Hrygna,6.0,81.0,,15,Annað,Devon,"3""",Lúsugur,,Rauðhylur,Svæði 1
2016-07-04,Lax,,Hrygna,5.5,81.0,,15,Spónn,sv toby,28,,,Rauðhylur,Svæði 1
2016-07-04,Lax,,Hrygna,6.5,86.0,,15,Spónn,sv toby,28,,,Rauðhylur,Svæði 1
2016-07-02,Lax,,Hængur,9.0,94.0,,15,Fluga,,,,,Rauðhylur,Svæði 1
2016-07-01,Lax,,Hrygna,5.3,80.0,,15,Fluga,rauð frances ,"1/2 """,,,Rauðhylur,Svæði 1
2016-07-01,Lax,,Hængur,4.6,76.0,,15,Spónn,sv toby,28 gr,,,Rauðhylur,Svæði 1
2016-07-01,Lax,,Hrygna,6.5,86.0,X,15,Fluga,Sunray,,,,Rauðhylur,Svæði 1
2016-06-28,Lax,,Hrygna,6.1,78.0,,15,Fluga,Rauð franses keila,,,,Rauðhylur,Svæði 1
2016-06-26,Lax,,Hængur,3.6,70.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2016-06-26,Lax,,Hængur,7.2,89.0,X,15,Spónn,,,,,Rauðhylur,Svæði 1
2016-06-26,Lax,,Hængur,4.7,77.0,,15,Spónn,Sv. Toby 20gr.,,Með krók og taum í sér,,Rauðhylur,Svæði 1
2016-06-24,Lax,,Hrygna,5.0,78.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2016-06-24,Lax,,Hængur,6.2,85.0,,15,Fluga,frances,8,,,Rauðhylur,Svæði 1
2016-06-23,Lax,,Hængur,5.3,80.0,,15,Spónn,Spinner,,,,Rauðhylur,Svæði 1
2016-06-22,Lax,,Hrygna,6.0,83.0,,15,Spónn,Toby Sv.,28 gr.,,,Rauðhylur,Svæði 1
2016-06-21,Lax,,Hrygna,6.3,85.0,,15,Maðkur,,,Lús,,Rauðhylur,Svæði 1
2016-06-21,Lax,,Hrygna,5.9,83.0,,15,Maðkur,,,Lús,,Rauðhylur,Svæði 1
2016-06-20,Urriði,,Hængur,0.7,37.0,,15,Spónn,Svartur Toby,,,,Rauðhylur,Svæði 1
2016-06-20,Bleikja,Staðb.,Hrygna,1.0,40.0,,15,Maðkur,,,,,Rauðhylur,Svæði 1
2016-06-19,Lax,,Hrygna,7.0,86.0,X,15,Fluga,Collie Dog - Áltúba:  Langur vængur,"1/2""",,,Rauðhylur,Svæði 1
2016-06-19,Lax,,Hængur,7.0,85.0,,15,Fluga,Rauður frances cone ,"1/2 """,,,Rauðhylur,Svæði 1
2016-06-18,Lax,,Hrygna,5.0,78.0,X,15,Spónn,Brúnn toby,,,IS102873,Rauðhylur,Svæði 1
2016-06-17,Lax,,Hrygna,5.3,80.0,,15,Fluga,,,,,Rauðhylur,Svæði 1
2016-06-16,Lax,,Hrygna,6.1,84.0,,15,Fluga,,,,,Rauðhylur,Svæði 1
2016-06-16,Lax,,Hrygna,5.3,80.0,,15,Fluga,,,,,Rauðhylur,Svæði 1
2016-06-14,Lax,,Hrygna,4.8,76.0,,15,Fluga,Frances rauð ,"1/4""",,,Rauðhylur,Svæði 1
2017-07-07,Lax,Óþekkt,Hrygna,3.2,68.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2017-07-03,Lax,,Hrygna,5.9,83.0,X,15,Fluga,Kolskeggur hitch,1/2,Sleppt,,Rauðhylur,Svæði 1
2017-06-19,Urriði,Staðb.,Óþekkt,0.5,33.0,,15,Spónn,toby,,,,Rauðhylur,Svæði 1
2018-08-05,Lax,Óþekkt,Hrygna,6.1,84.0,X,15,Fluga,Rauð Frances,1/4,,IS102605,Rauðhylur,Svæði 1
2018-06-27,Urriði,Óþekkt,Hrygna,1.1,40.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2018-06-26,Lax,Óþekkt,Hrygna,5.0,79.0,X,15,Spónn,,,Sett merki,is102888,Rauðhylur,Svæði 1
2018-06-25,Lax,Sjóg.,Hængur,3.1,66.0,,15,Fluga,Sv.Francestúba,,,,Rauðhylur,Svæði 1
2018-06-17,Lax,Sjóg.,Hrygna,5.9,83.0,X,15,Fluga,France rauð,,Lús,,Rauðhylur,Svæði 1
2019-07-17,Lax,Sjóg.,Hængur,1.0,43.0,,15,Spónn,toby,,Hnúðlax,,Rauðhylur,Svæði 1
2019-07-13,Lax,Sjóg.,Óþekkt,3.5,68.0,,15,Fluga,Gander,"1 1/4""",,,Rauðhylur,Svæði 1
2019-06-30,Bleikja,Sjóg.,Óþekkt,1.0,40.0,X,15,Spónn,toby,,,,Rauðhylur,Svæði 1
2019-06-30,Bleikja,Sjóg.,Óþekkt,1.0,40.0,X,15,Spónn,toby,,,,Rauðhylur,Svæði 1
2020-08-18,Bleikja,Óþekkt,Óþekkt,1.8,50.0,X,15,Fluga,,,,,Rauðhylur,Svæði 1
2020-08-15,Bleikja,Sjóg.,Hængur,3.2,61.0,X,15,Fluga,Túba,,,,Rauðhylur,Svæði 1
2020-08-12,Lax,Sjóg.,Hængur,5.3,80.0,X,15,Spónn,Svartur toby,,,,Rauðhylur,Svæði 1
2020-08-06,Lax,Óþekkt,Hrygna,3.5,69.0,X,15,Spónn,toby,,,,Rauðhylur,Svæði 1
2020-07-21,Lax,Sjóg.,Hrygna,2.6,62.0,,15,Fluga,R Frances,,,,Rauðhylur,Svæði 1
2020-07-14,Urriði,Staðb.,Óþekkt,1.3,46.0,X,15,Fluga,sunrey shadow,,,,Rauðhylur,Svæði 1
2020-07-10,Bleikja,Sjóg.,Óþekkt,2.4,55.0,X,15,Fluga,R. Frances,,,,Rauðhylur,Svæði 1
2020-07-08,Urriði,Staðb.,Hængur,3.0,61.0,,15,Spónn,Sv. Smokkur,,,,Rauðhylur,Svæði 1
2020-07-07,Urriði,Staðb.,Hrygna,2.8,60.0,X,15,Spónn,Svartur toby,,,,Rauðhylur,Svæði 1
2020-07-04,Lax,Óþekkt,Hrygna,6.0,82.0,X,15,Spónn,,,,,Rauðhylur,Svæði 1
2020-06-24,Urriði,Sjóg.,Hrygna,3.5,62.0,,15,Spónn,Tóby,20gr,,,Rauðhylur,Svæði 1
2021-08-21,Bleikja,Óþekkt,Óþekkt,1.1,42.0,,15,Spónn,Devon,,,,Rauðhylur,Svæði 1
2021-08-18,Bleikja,Sjóg.,Óþekkt,0.7,35.0,,15,Fluga,Rauður Frances,,,,Rauðhylur,Svæði 1
2021-08-15,Lax,Sjóg.,Hængur,2.4,60.0,,15,Fluga,Frances cone,12,,,Rauðhylur,Svæði 1
2021-08-13,Lax,Sjóg.,Hrygna,1.4,50.0,,15,Fluga,,,Hnúðlax,,Rauðhylur,Svæði 1
2021-08-13,Lax,Sjóg.,Hængur,1.8,55.0,,15,Fluga,,,Hnúðlax,,Rauðhylur,Svæði 1
2021-08-05,Bleikja,Óþekkt,Óþekkt,1.6,48.0,,15,Spónn,,,,,Rauðhylur,Svæði 1
2021-08-01,Bleikja,Sjóg.,Óþekkt,1.8,50.0,X,15,Spónn,Toby,,,,Rauðhylur,Svæði 1
2021-07-31,Bleikja,Sjóg.,Óþekkt,1.0,40.0,,15,Spónn,Toby,18,,,Rauðhylur,Svæði 1
2021-07-28,Lax,Sjóg.,Hængur,1.9,56.0,X,15,Fluga,Gander keila,"1 1/2""",,,Rauðhylur,Svæði 1
2021-07-27,Lax,Óþekkt,Hængur,1.2,47.0,,15,Spónn,,Hnúðlax,,,Rauðhylur,Svæði 1
2021-07-24,Lax,Óþekkt,Hrygna,4.6,76.0,X,15,Fluga,Sunray,,,,Rauðhylur,Svæði 1
2021-07-18,Lax,Sjóg.,Hængur,1.7,53.0,,15,Spónn,Toby kopar,18gr,,,Rauðhylur,Svæði 1
2021-07-16,Lax,Sjóg.,Hængur,11.5,105.0,X,15,Spónn,Toby,18gr,,,Rauðhylur,Svæði 1
2021-07-14,Urriði,Staðb.,Hængur,3.4,64.0,,15,Fluga,Orange Frances,,,,Rauðhylur,Svæði 1
2021-07-14,Lax,Óþekkt,Hængur,7.2,89.0,X,15,Fluga,francis rauð,,,Is102976,Rauðhylur,Svæði 1
2021-07-12,Lax,Sjóg.,Hrygna,4.8,77.0,X,15,Spónn,Toby or,20,,,Rauðhylur,Svæði 1
2021-07-10,Lax,Óþekkt,Hrygna,2.5,55.0,X,15,Fluga,Fransez Rauð,"1/4""",,,Rauðhylur,Svæði 1
2021-07-10,Lax,Sjóg.,Hrygna,5.3,80.0,X,15,Fluga,Sælda þísk,"1""",,,Rauðhylur,Svæði 1
2021-07-10,Lax,Sjóg.,Hrygna,5.3,80.0,X,15,Fluga,Snælda þísk,"1""",,,Rauðhylur,Svæði 1
2021-06-24,Lax,Sjóg.,Hrygna,7.0,88.0,X,15,Fluga,Collie Dog,14,,,Rauðhylur,Svæði 1
2021-06-21,Urriði,Staðb.,Hrygna,1.0,42.0,,15,Fluga,Frances  ,,,,Rauðhylur,Svæði 1
2010-08-21,Lax,,Hængur,3.2,72.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2010-07-19,Lax,,Hrygna,2.5,61.0,,2,Fluga,Snælda svört,,,,Klapparhylur,Svæði 1
2010-07-17,Lax,,Hængur,3.0,61.0,,2,Fluga,Snælda,,,,Klapparhylur,Svæði 1
2010-07-17,Lax,,Hængur,2.4,56.0,,2,Fluga,Snælda,,,,Klapparhylur,Svæði 1
2010-07-10,Lax,,Hængur,2.5,61.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2010-07-10,Lax,,Hængur,3.0,65.0,X,2,Maðkur,,,,,Klapparhylur,Svæði 1
2010-07-10,Lax,,Hrygna,2.0,57.0,X,2,Maðkur,,,Uggaskemmdur,,Klapparhylur,Svæði 1
2010-07-03,Lax,,Hrygna,3.0,65.0,X,2,Fluga,Sunray,,,,Klapparhylur,Svæði 1
2010-07-01,Lax,,Hrygna,4.6,76.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2011-07-31,Lax,,Hængur,2.0,57.0,,2,Maðkur,,,IS102676,,Klapparhylur,Svæði 1
2011-07-31,Lax,,Hrygna,3.0,65.0,,2,Fluga,Rauð Frances,,,,Klapparhylur,Svæði 1
2011-07-30,Lax,,Hængur,2.5,61.0,X,2,Fluga,Rauð Frances,,IS102678 10°c,,Klapparhylur,Svæði 1
2011-07-27,Lax,,Hrygna,2.1,58.0,,2,Fluga,Mýsla,,,,Klapparhylur,Svæði 1
2011-07-27,Lax,,Hrygna,3.4,67.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2011-07-27,Lax,,Hrygna,2.5,61.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2011-07-27,Lax,,Hængur,4.6,76.0,,2,Fluga,Snælda,,,,Klapparhylur,Svæði 1
2011-07-25,Lax,,Hængur,1.7,53.0,,2,Fluga,Sunray,"1 1/2""",,,Klapparhylur,Svæði 1
2012-07-24,Lax,,Hængur,4.1,73.0,,2,Fluga,Sunray,,Lús,,Klapparhylur,Svæði 1
2013-08-07,Lax,,Hængur,2.2,59.0,,2,Fluga,Sunray Shadow,,,,Klapparhylur,Svæði 1
2013-08-07,Lax,,Hængur,2.0,57.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2013-08-02,Lax,,Hængur,2.0,60.0,,2,Spónn,,,,,Klapparhylur,Svæði 1
2013-07-14,Lax,,Hrygna,3.0,65.0,,2,Spónn,Svartur Tóby,,,,Klapparhylur,Svæði 1
2014-08-15,Lax,,Hængur,1.9,56.0,,2,Fluga,Rauððr Frances cone,"1/4""",,,Klapparhylur,Svæði 1
2014-08-04,Lax,,Hrygna,5.9,83.0,,2,Fluga,Ofsaboom,"1""",Lús,,Klapparhylur,Svæði 1
2015-08-19,Lax,,Hrygna,2.4,60.0,,2,Fluga,Koníakstúba,"1/2""",Með Sæsteinsugubit,,Klapparhylur,Svæði 1
2015-08-16,Bleikja,,Hængur,1.0,40.0,,2,Fluga,Snælda,,,,Klapparhylur,Svæði 1
2015-07-30,Bleikja,,Óþekkt,1.0,40.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2016-07-23,Bleikja,,Óþekkt,1.6,48.0,,2,Spónn,HVK Spinner,18 gr,,,Klapparhylur,Svæði 1
2016-07-12,Urriði,Staðb.,Hængur,1.5,48.0,,2,Maðkur,,,,,Klapparhylur,Svæði 1
2017-09-19,Lax,Óþekkt,Hrygna,4.8,77.0,X,2,Fluga,Frans,,,,Klapparhylur,Svæði 1
2017-07-12,Lax,,Hængur,2.1,60.0,,2,Fluga,Fransis rauð,,,,Klapparhylur,Svæði 1
2018-07-25,Urriði,Staðb.,Óþekkt,1.2,44.0,,2,Fluga,Rauð Fransis,,,,Klapparhylur,Svæði 1
2018-06-18,Lax,Sjóg.,Hrygna,5.3,80.0,X,2,Fluga,Snælda græn,,Lús,,Klapparhylur,Svæði 1
2020-07-24,Lax,Sjóg.,Hængur,3.0,65.0,,2,Spónn,Sv Toby,12,Hreistursýni,,Klapparhylur,Svæði 1
2020-07-11,Lax,Óþekkt,Hængur,3.0,65.0,,2,Fluga,Friggi,1”,,,Klapparhylur,Svæði 1
2020-07-11,Bleikja,Sjóg.,Hrygna,1.6,48.0,,2,Spónn,Svartur,,,,Klapparhylur,Svæði 1
2020-07-11,Lax,Óþekkt,Hængur,2.5,61.0,,2,Spónn,Toby.,,,,Klapparhylur,Svæði 1
2021-07-26,Lax,Óþekkt,Hrygna,4.4,75.0,X,2,Fluga,frances ,tuba,nýmerking,IS102974,Klapparhylur,Svæði 1
2010-08-19,Lax,,Hængur,2.5,63.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-08-19,Lax,,Hængur,2.5,62.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-08-10,Lax,,Hrygna,2.8,64.0,,4,Fluga,Svört frances,,,,Bjarghorn,Svæði 1
2010-08-03,Lax,,Hængur,2.0,57.0,,4,Fluga,Rauð frances,"1/2""",,,Bjarghorn,Svæði 1
2010-08-01,Lax,,Hrygna,1.8,54.0,,4,Fluga,,,,,Bjarghorn,Svæði 1
2010-07-24,Lax,,Hængur,2.5,50.0,X,4,Spónn,Toby,,,,Bjarghorn,Svæði 1
2010-07-23,Lax,,Hængur,4.6,76.0,X,4,Fluga,,,,,Bjarghorn,Svæði 1
2010-07-22,Lax,,Hængur,1.6,52.0,,4,Spónn,Toby,,,,Bjarghorn,Svæði 1
2010-07-17,Lax,,Hængur,2.0,58.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-16,Lax,,Hrygna,2.5,62.0,,4,Fluga,Frances rauð,"1/2""",,,Bjarghorn,Svæði 1
2010-07-15,Lax,,Hængur,3.5,66.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-15,Lax,,Hængur,4.1,78.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-14,Lax,,Hrygna,2.5,61.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-11,Lax,,,4.5,75.0,X,4,Fluga,,,Sleppt,,Bjarghorn,Svæði 1
2010-07-09,Lax,,Hrygna,4.8,77.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-07,Lax,,Hrygna,3.0,62.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-07,Lax,,Hængur,3.0,63.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2010-07-01,Lax,,Hængur,3.0,67.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-08-13,Lax,,Hængur,5.0,78.0,,4,Fluga,Snælda,,,,Bjarghorn,Svæði 1
2011-08-09,Lax,,Hængur,1.5,54.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-08-04,Lax,,Hængur,1.0,45.0,X,4,Fluga,Rauð Frances,,IS102681 10°c,,Bjarghorn,Svæði 1
2011-08-02,Lax,,Hængur,6.0,83.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-08-02,Lax,,Hængur,2.0,56.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-08-01,Lax,,Hængur,2.5,61.0,X,4,Maðkur,,,IS102851/IS102850,,Bjarghorn,Svæði 1
2011-07-30,Lax,,Hængur,7.0,88.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-07-27,Lax,,Hængur,1.8,54.0,X,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-07-27,Lax,,Hængur,2.2,59.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2011-07-19,Lax,,Hængur,2.3,62.0,,4,Spónn,Toby,,,,Bjarghorn,Svæði 1
2011-07-19,Lax,,Hrygna,1.7,54.0,,4,Spónn,Toby,,,,Bjarghorn,Svæði 1
2012-07-23,Lax,,Hrygna,4.3,74.0,,4,Spónn,Spinner,,Lús,,Bjarghorn,Svæði 1
2012-07-23,Lax,,Hrygna,3.6,70.0,,4,Spónn,Spinner,,Lús,,Bjarghorn,Svæði 1
2012-07-23,Lax,,Hængur,2.2,59.0,,4,Spónn,Spinner,,Lús,,Bjarghorn,Svæði 1
2012-07-19,Lax,,Hængur,1.7,53.0,,4,Fluga,,,,,Bjarghorn,Svæði 1
2012-07-14,Lax,,Hrygna,5.5,82.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2012-07-13,Lax,,Hrygna,2.0,54.0,,4,Fluga,Snælda,,,,Bjarghorn,Svæði 1
2012-06-29,Lax,,Hrygna,6.0,83.0,,4,Fluga,"Frances, rauð",,,,Bjarghorn,Svæði 1
2012-06-29,Lax,,Hængur,5.8,81.0,,4,Fluga,"Frances, rauð",,,,Bjarghorn,Svæði 1
2012-06-27,Lax,,Hrygna,7.0,86.0,,4,Fluga,Svört keila,,,,Bjarghorn,Svæði 1
2012-06-27,Lax,,Hrygna,5.5,79.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2012-06-25,Lax,,Hrygna,5.4,81.0,,4,Spónn,Svartur toby,,,,Bjarghorn,Svæði 1
2012-06-19,Lax,,Hrygna,5.0,76.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2012-06-19,Lax,,Hrygna,5.2,79.0,,4,Spónn,Lucky John,,,,Bjarghorn,Svæði 1
2013-09-08,Bleikja,,Hængur,0.5,32.0,,4,Spónn,,,,,Bjarghorn,Svæði 1
2013-09-06,Bleikja,Sjóg.,Hængur,0.8,36.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-09-06,Bleikja,Sjóg.,Hrygna,0.8,36.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-25,Bleikja,Sjóg.,Óþekkt,0.5,32.0,,4,Fluga,rauð Frances,,,,Bjarghorn,Svæði 1
2013-08-22,Urriði,Sjóg.,Hængur,2.0,53.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-18,Bleikja,,Óþekkt,1.0,40.0,X,4,Spónn,,,,,Bjarghorn,Svæði 1
2013-08-18,Bleikja,,Hængur,1.3,44.0,,4,Spónn,blár toby,30g,,,Bjarghorn,Svæði 1
2013-08-14,Lax,,Hængur,2.2,62.0,X,4,Spónn,s-toby,,sett merki is 102839,,Bjarghorn,Svæði 1
2013-08-12,Bleikja,,Óþekkt,1.2,43.0,,4,Fluga,Haugur,12,,,Bjarghorn,Svæði 1
2013-08-11,Lax,,Hængur,2.3,62.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-11,Lax,,Hængur,2.0,60.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-11,Bleikja,,Óþekkt,1.2,43.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-07,Bleikja,Sjóg.,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-07,Bleikja,Sjóg.,Hængur,1.2,43.0,,4,Fluga,Rauð Frances,,,,Bjarghorn,Svæði 1
2013-08-07,Bleikja,Sjóg.,Hængur,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-08-07,Bleikja,Sjóg.,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-31,Urriði,,Óþekkt,0.7,37.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-31,Urriði,,Óþekkt,1.2,44.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-30,Bleikja,,Óþekkt,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-30,Bleikja,,Hængur,0.8,37.0,,4,Fluga,,,,,Bjarghorn,Svæði 1
2013-07-29,Bleikja,,Hængur,1.5,47.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-29,Bleikja,,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-29,Bleikja,,Hængur,0.5,32.0,,4,Spónn,toby,,,,Bjarghorn,Svæði 1
2013-07-29,Bleikja,,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-29,Bleikja,,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-28,Bleikja,,Hængur,1.9,51.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-28,Bleikja,,Hængur,1.1,42.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-28,Bleikja,,Hrygna,1.4,45.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-28,Lax,,Hængur,2.8,64.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-27,Bleikja,,Hængur,1.5,47.0,,4,Fluga,Sandsíli,,,,Bjarghorn,Svæði 1
2013-07-25,Bleikja,,Hængur,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-25,Bleikja,,Hængur,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-24,Bleikja,Sjóg.,Hrygna,1.5,47.0,,4,Spónn,,,,,Bjarghorn,Svæði 1
2013-07-23,Bleikja,,Hængur,1.2,43.0,,4,Spónn,spinner,,,,Bjarghorn,Svæði 1
2013-07-23,Bleikja,,Hrygna,1.0,40.0,,4,Spónn,spinner,,,,Bjarghorn,Svæði 1
2013-07-23,Bleikja,,Hrygna,1.0,40.0,,4,Spónn,spinner,,,,Bjarghorn,Svæði 1
2013-07-23,Bleikja,,Hængur,2.0,52.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-23,Lax,,Hængur,2.1,54.0,,4,Spónn,spinner,,,,Bjarghorn,Svæði 1
2013-07-20,Bleikja,,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-20,Lax,,Hængur,6.5,84.0,,4,Fluga,sunrey shadow,,Lús,,Bjarghorn,Svæði 1
2013-07-18,Bleikja,,Hængur,1.8,50.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2013-07-17,Bleikja,,Hrygna,1.5,47.0,,4,Fluga,pheasant tail nymph,10,,,Bjarghorn,Svæði 1
2013-07-17,Bleikja,,Hrygna,2.0,55.0,,4,Fluga,pheasant tail nymph,10,,,Bjarghorn,Svæði 1
2013-07-16,Lax,,Hængur,6.0,77.0,,4,Spónn,Sv. Toby,28 g,,,Bjarghorn,Svæði 1
2013-07-08,Bleikja,,Hrygna,1.0,40.0,,4,Spónn,svartur toby,,,,Bjarghorn,Svæði 1
2013-07-06,Lax,,Hængur,7.8,88.0,,4,Maðkur,Maðkur,,Lúsugur,,Bjarghorn,Svæði 1
2013-06-27,Lax,,Hrygna,6.5,86.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2014-08-15,Bleikja,Sjóg.,Hrygna,1.6,48.0,,4,Spónn,Hammer,20 gr.,,,Bjarghorn,Svæði 1
2014-08-13,Bleikja,,Hrygna,2.8,58.0,,4,Fluga,Snælda,,,,Bjarghorn,Svæði 1
2014-08-12,Lax,,Hængur,3.0,65.0,,4,Spónn,Toby Z,28gr,,,Bjarghorn,Svæði 1
2014-08-11,Bleikja,,Hængur,0.8,37.0,,4,Fluga,,,,,Bjarghorn,Svæði 1
2014-08-11,Bleikja,,Hængur,1.0,40.0,,4,Fluga,,,,,Bjarghorn,Svæði 1
2014-08-08,Bleikja,,Óþekkt,0.8,37.0,,4,Spónn,Sv. Toby,20g,,,Bjarghorn,Svæði 1
2014-08-07,Bleikja,,Hængur,1.5,47.0,,4,Spónn,Toby,20 gr.,,,Bjarghorn,Svæði 1
2014-08-02,Bleikja,,Hrygna,1.5,47.0,X,4,Maðkur,Maðkur,,,,Bjarghorn,Svæði 1
2014-08-02,Bleikja,,Hrygna,1.0,40.0,X,4,Maðkur,Maðkur,,,,Bjarghorn,Svæði 1
2014-08-02,Bleikja,,Hrygna,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2014-08-02,Bleikja,,Hrygna,1.5,47.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2014-08-02,Lax,,Hrygna,5.5,81.0,,4,Maðkur,Maðkur,,lúsug,,Bjarghorn,Svæði 1
2014-07-30,Bleikja,Sjóg.,Óþekkt,2.0,52.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2014-07-30,Bleikja,,Óþekkt,2.5,56.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2014-07-28,Bleikja,,Hrygna,1.4,45.0,,4,Fluga,PT,,,,Bjarghorn,Svæði 1
2014-07-25,Bleikja,,Hrygna,2.0,52.0,,4,Maðkur,,,Merktur IS 102770,,Bjarghorn,Svæði 1
2014-07-18,Bleikja,,Óþekkt,1.2,43.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2014-07-10,Lax,,Hrygna,3.8,73.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2015-08-27,Bleikja,,Óþekkt,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2015-08-20,Bleikja,,Hængur,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2015-08-19,Urriði,Sjóg.,Hrygna,1.2,44.0,,4,Fluga,Frances cone,"1/4""",,,Bjarghorn,Svæði 1
2015-08-19,Bleikja,Sjóg.,Hængur,1.0,41.0,,4,Fluga,Frances cone,"1/4""",,,Bjarghorn,Svæði 1
2015-08-19,Lax,,Hrygna,2.5,61.0,,4,Fluga,sunray shadow,,,,Bjarghorn,Svæði 1
2015-08-08,Bleikja,,Óþekkt,1.4,45.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2015-08-08,Bleikja,,Óþekkt,2.4,55.0,X,4,Fluga,SRS,,,,Bjarghorn,Svæði 1
2015-08-08,Bleikja,,Óþekkt,1.8,50.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
2015-08-08,Lax,,Hængur,3.6,70.0,X,4,Fluga,SRS,,,,Bjarghorn,Svæði 1
2015-08-05,Bleikja,Sjóg.,Óþekkt,1.0,40.0,,4,Maðkur,,,,,Bjarghorn,Svæði 1
